id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
biyoloji-9-9_2_1_3,37,BİYOLOJİ,9,Hücre,Hücre,,9.2.1.3,Hücre zarından madde geçişine ilişkin kontrollü bir deney yapar.,"a. Hücre zarından madde geçişine ilişkin deney öncesi bilimsel yöntem basamakları bir örnekle açıklanır. b. Biyoloji laboratuvarında kullanılan temel araç gereçler tanıtılarak laboratuvar güvenliği vurgulanır. c. Hücre zarından madde geçişini etkileyen faktörlerden (yüzey alanı, konsantrasyon farkı, sıcaklık) biri hakkında kontrollü deney yaptırılır.","Kazanımın odağı, öğrencinin hücre zarından madde geçişine ilişkin kontrollü bir deney yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hücre; zarından; madde; geçişine; ilişkin; kontrollü; deney
biyoloji-9-9_3_1_1,38,BİYOLOJİ,9,Canlılar Dünyası,Canlıların Çeşitliliği ve Sınıflandırılması,,9.3.1.1,Canlıların çeşitliliğinin anlaşılmasında sınıflandırmanın önemini açıklar.,a. Canlıların sınıflandırılmasında bilim insanlarının kullandığı farklı ölçüt ve yaklaşımlar tartışılır. b. Canlı çeşitliliğindeki değişimler nesli tükenmiş canlılar örneği üzerinden tartışılır.,"Kazanımın odağı, öğrencinin canlıların çeşitliliğinin anlaşılmasında sınıflandırmanın önemini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlıların; çeşitliliği; sınıflandırılması; çeşitliliğinin; anlaşılmasında; sınıflandırmanın; önemini; canlılar
biyoloji-9-9_3_1_2,39,BİYOLOJİ,9,Canlılar Dünyası,Canlıların Çeşitliliği ve Sınıflandırılması,,9.3.1.2,Canlıların sınıflandırılmasında kullanılan kategorileri ve bu kategoriler arasındaki hiyerarşiyi örneklerle açıklar.,"a. Canlıların sınıflandırılmasında sadece tür, cins, aile, takım, sınıf, şube ve âlem kategorilerinin genel özelliklerine değinilir. b. Carolus Linnaeus’un sınıflandırmayla ilgili çalışmalarına değinilir. c. Hiyerarşik kategoriler dikkate alınarak çevreden seçilecek canlı türleriyle ilgili ikili adlandırma örnekleri verilir. ç. Öğrencilerin canlılar dünyası ile ilgili çektiği/edindiği fotoğraflarlardan video veya bir ürün oluşturmaları sağlanır.","Kazanımın odağı, öğrencinin canlıların sınıflandırılmasında kullanılan kategorileri ve bu kategoriler arasındaki hiyerarşiyi örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlıların; çeşitliliği; sınıflandırılması; sınıflandırılmasında; kullanılan; kategorileri; kategoriler; arasındaki
biyoloji-9-9_3_2_1,40,BİYOLOJİ,9,Canlılar Dünyası,Canlı Âlemleri ve Özellikleri,,9.3.2.1,Canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar.,"a. Bakteriler, arkeler, protistler, bitkiler, mantarlar, hayvanlar âlemlerinin genel özellikleri açıklanarak örnekler verilir. Hayvanlar âleminin dışında diğer âlemlerin sınıflandırmasına girilmez. b. Hayvanlar âleminin; omurgasız hayvanlar (süngerler, sölentereler, solucanlar, yumuşakçalar, eklembacaklılar, derisidikenliler) ve omurgalı hayvanlar (balıklar, iki yaşamlılar, sürüngenler, kuşlar, memeliler) şubelerinin, sınıflarına ait genel özellikler belirtilerek örnekler verilir, yapı ve sistematiğine girilmez. c. Canlıların sınıflandırması bağlamında, bilimsel bilginin sınandığı, düzeltildiği veya yenilendiği belirtilir.","Kazanımın odağı, öğrencinin canlıların sınıflandırılmasında kullanılan âlemleri ve bu âlemlerin genel özelliklerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlı; lemleri; özellikleri; canlıların; sınıflandırılmasında; kullanılan; lemlerin; genel
biyoloji-9-9_3_2_2,41,BİYOLOJİ,9,Canlılar Dünyası,Canlı Âlemleri ve Özellikleri,,9.3.2.2,"Canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar.",Canlılardan esinlenilerek geliştirilen teknolojilere örnekler verilir.,"Kazanımın odağı, öğrencinin canlıların biyolojik süreçlere, ekonomiye ve teknolojiye katkılarını örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlı; lemleri; özellikleri; canlıların; biyolojik; süreçlere; ekonomiye; teknolojiye
biyoloji-9-9_3_2_3,42,BİYOLOJİ,9,Canlılar Dünyası,Canlı Âlemleri ve Özellikleri,,9.3.2.3,Virüslerin genel özelliklerini açıklar.,"a. Virüslerin biyolojik sınıflandırma kategorileri içine alınmamasının nedenleri üzerinde durulur. b. Virüslerin insan sağlığı üzerine etkilerinin kuduz, hepatit, grip, uçuk ve AIDS hastalıkları üzerinden tartışılması sağlanır. Virütik hastalıklara karşı alınacak önlemler vurgulanır. c. Virüslerin genetik mühendisliği alanında yapılan çalışmalar için yeni imkânlar sunduğu vurgulanır.","Kazanımın odağı, öğrencinin virüslerin genel özelliklerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlı; lemleri; özellikleri; virüslerin; genel; özelliklerini; canlılar; dünyası
biyoloji-10-10_1_1_1,43,BİYOLOJİ,10,Hücre Bölünmeleri,Mitoz ve Eşeysiz Üreme,,10.1.1.1,Canlılarda hücre bölünmesinin gerekliliğini açıklar.,"a. Hücre bölünmesinin canlılarda üreme, büyüme ve gelişme ile ilişkilendirilerek açıklanması sağlanır. b. Bölünmenin hücresel gerekçeleri üzerinde durulur.","Kazanımın odağı, öğrencinin canlılarda hücre bölünmesinin gerekliliğini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mitoz; eşeysiz; üreme; canlılarda; hücre; bölünmesinin; gerekliliğini; bölünmeleri
biyoloji-10-10_1_1_2,44,BİYOLOJİ,10,Hücre Bölünmeleri,Mitoz ve Eşeysiz Üreme,,10.1.1.2,Mitozu açıklar.,"a. İnterfaz temel düzeyde işlenir. b. Mitozun evreleri temel düzeyde işlenir. Evreler açıklanırken mikroskop, görsel ögeler (fotoğraflar, resimler, çizimler, karikatürler vb.) ve grafik düzenleyiciler (kavram haritaları, zihin haritaları, şemalar vb.), e-öğrenme nesnesi ve uygulamalarından (animasyon, video, simülasyon, infografik, artırılmış ve sanal gerçeklik uygulamaları vb.) faydalanılır. c. Hücre bölünmesinin kontrolü ve bunun canlılar için önemi üzerinde durulur. Hücre bölünmesini kontrol eden moleküllerin isimleri verilmez. ç. Hücre bölünmesinin kanserle ilişkisi kurulur. d. Öğrencilerin mitozu açıklayan bir ürün veya elektronik sunu (animasyon, video vb.) hazırlamaları ve bu sunuyu paylaşmaları sağlanır.","Kazanımın odağı, öğrencinin mitozu açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mitoz; eşeysiz; üreme; mitozu; hücre; bölünmeleri
biyoloji-10-10_1_1_3,45,BİYOLOJİ,10,Hücre Bölünmeleri,Mitoz ve Eşeysiz Üreme,,10.1.1.3,Eşeysiz üremeyi örneklerle açıklar.,"a. Eşeysiz üreme bağlamında bölünerek üreme, tomurcuklanma, sporla üreme, rejenerasyon partenogenez ve bitkilerde vejetatif üreme örnekleri verilir. Sporla üremede sadece örnek verilir, döl almaşına girilmez. b. Eşeysiz üreme tekniklerinin bahçecilik ve tarım sektörlerindeki uygulamaları (çelikle ve soğanla üreme şekilleri) örneklendirilir.","Kazanımın odağı, öğrencinin eşeysiz üremeyi örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mitoz; eşeysiz; üreme; üremeyi; örneklerle; hücre; bölünmeleri
biyoloji-10-10_1_2_1,46,BİYOLOJİ,10,Hücre Bölünmeleri,Mayoz ve Eşeyli Üreme,,10.1.2.1,Mayozu açıklar.,"a. Mayozun evreleri temel düzeyde işlenir. Evreler açıklanırken mikroskop, görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından faydalanılır. b. Öğrencilerin mayozu açıklayan bir elektronik sunu (animasyon, video vb.) hazırlamaları ve bu sunuyu paylaşmaları sağlanır.","Kazanımın odağı, öğrencinin mayozu açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mayoz; eşeyli; üreme; mayozu; hücre; bölünmeleri
biyoloji-10-10_1_2_2,47,BİYOLOJİ,10,Hücre Bölünmeleri,Mayoz ve Eşeyli Üreme,,10.1.2.2,Eşeyli üremeyi örneklerle açıklar.,a. Dış döllenme ve iç döllenme konusu verilmez. b. Eşeyli üremenin temelinin mayoz ve döllenme olduğu açıklanır.,"Kazanımın odağı, öğrencinin eşeyli üremeyi örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",mayoz; eşeyli; üreme; üremeyi; örneklerle; hücre; bölünmeleri
biyoloji-10-10_2_1_1,48,BİYOLOJİ,10,Kalıtımın Genel İlkeleri,Kalıtım ve Biyolojik Çeşitlilik,,10.2.1.1,Kalıtımın genel esaslarını açıklar.,"a. Mendel ilkeleri örneklerle açıklanır. b. Monohibrit, dihibrit ve kontrol çaprazlamaları, eş baskınlık, çok alellilik (Kan gruplarıyla ilişkilendirilir.) örnekler üzerinden işlenir. Eksik baskınlık ve pleiotropizme girilmez. c. Eşeye bağlı kalıtım; hemofili ve kısmi renk körlüğü hastalıkları bağlamında ele alınır. Eşeye bağlı kalıtımın Y kromozomunda da görüldüğü belirtilir. ç. Soyağacı örneklerle açıklanır. d. Kalıtsal hastalıkların ortaya çıkma olasılığının akraba evlilikleri sonucunda arttığı vurgusu yapılır.","Kazanımın odağı, öğrencinin kalıtımın genel esaslarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kalıtım; biyolojik; çeşitlilik; kalıtımın; genel; esaslarını; i̇lkeleri
biyoloji-10-10_2_1_2,49,BİYOLOJİ,10,Kalıtımın Genel İlkeleri,Kalıtım ve Biyolojik Çeşitlilik,,10.2.1.2,Genetik varyasyonların biyolojik çeşitliliği açıklamadaki rolünü sorgular.,"a. Varyasyonların kaynaklarının (mutasyon, kromozomların bağımsız dağılımı ve krossing over) tartışılması sağlanır. Mutasyon çeşitlerine girilmez. b. Biyolojik çeşitliliğin canlıların genotiplerindeki farklılıklardan kaynaklandığı açıklanır.","Kazanımın odağı, öğrencinin genetik varyasyonların biyolojik çeşitliliği açıklamadaki rolünü sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kalıtım; biyolojik; çeşitlilik; genetik; varyasyonların; çeşitliliği; açıklamadaki; rolünü
biyoloji-10-10_3_1_1,50,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Ekosistem Ekolojisi,,10.3.1.1,Ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar.,"a. Popülasyon, komünite ve ekosistem arasındaki ilişki örneklerle açıklanır. b. Ekosistemde oluşabilecek herhangi bir değişikliğin sistemdeki olası sonuçları üzerinde durulur. c. Öğrencilerin kendi seçecekleri bir ekosistemi tanıtan bir sunu hazırlamaları sağlanır.","Kazanımın odağı, öğrencinin ekosistemin canlı ve cansız bileşenleri arasındaki ilişkiyi açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",ekosistem; ekolojisi; ekosistemin; canlı; cansız; bileşenleri; arasındaki; ilişkiyi
biyoloji-10-10_3_1_2,51,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Ekosistem Ekolojisi,,10.3.1.2,Canlılardaki beslenme şekillerini örneklerle açıklar.,Simbiyotik yaşama girilmez.,"Kazanımın odağı, öğrencinin canlılardaki beslenme şekillerini örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",ekosistem; ekolojisi; canlılardaki; beslenme; şekillerini; örneklerle; güncel; çevre
biyoloji-10-10_3_1_3,52,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Ekosistem Ekolojisi,,10.3.1.3,Ekosistemde madde ve enerji akışını analiz eder.,"a. Madde ve enerji akışında üretici, tüketici ve ayrıştırıcıların rolünün incelenmesi sağlanır. b. Ekosistemlerde madde ve enerji akışı; besin zinciri, besin ağı ve besin piramidi ile ilişkilendirilerek örneklendirilir. c. Biyolojik birikimin insan sağlığı ve diğer canlılar üzerine olumsuz etkilerinin araştırılması ve tartışılması sağlanır. ç. Öğrencilerin canlılar arasındaki beslenme ilişkilerini gösteren bir besin ağı kurgulaması sağlanır.","Kazanımın odağı, öğrencinin ekosistemde madde ve enerji akışını analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",ekosistem; ekolojisi; ekosistemde; madde; enerji; akışını; güncel; çevre
biyoloji-10-10_3_1_4,53,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Ekosistem Ekolojisi,,10.3.1.4,Madde döngüleri ve hayatın sürdürülebilirliği arasında ilişki kurar.,"a. Azot, karbon ve su döngüleri hatırlatılır. b. Azot döngüsünde yer alan mikroorganizmaların tür isimleri verilmez.","Kazanımın odağı, öğrencinin madde döngüleri ve hayatın sürdürülebilirliği arasında ilişki kurar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",ekosistem; ekolojisi; madde; döngüleri; hayatın; sürdürülebilirliği; arasında; ilişki
biyoloji-10-10_3_2_1,54,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Güncel Çevre Sorunları ve İnsan,,10.3.2.1,Güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir.,"a. Güncel çevre sorunları (biyolojik çeşitliliğin azalması, hava kirliliği, su kirliliği, toprak kirliliği, radyoaktif kirlilik, ses kirliliği, asit yağmurları, küresel iklim değişikliği, erozyon, doğal hayat alanlarının tahribi ve orman yangınları) özetlenerek bu sorunların canlılar üzerindeki olumsuz etkileri belirtilir. b. Çevre sorunları nedeniyle ortaya çıkan hastalıklara vurgu yapılır.","Kazanımın odağı, öğrencinin güncel çevre sorunlarının sebeplerini ve olası sonuçlarını değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",güncel; çevre; sorunları; i̇nsan; sorunlarının; sebeplerini; olası; sonuçlarını
biyoloji-10-10_3_2_2,55,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Güncel Çevre Sorunları ve İnsan,,10.3.2.2,Birey olarak çevre sorunlarının ortaya çıkmasındaki rolünü sorgular.,"a. Ekolojik ayak izi, su ayak izi ve karbon ayak izi ile ilgili uygulamalar yaptırılır. b. Ekolojik ayak izi, su ayak izi ve karbon ayak izini küçültmek için çözüm önerileri geliştirmesi sağlanır.","Kazanımın odağı, öğrencinin birey olarak çevre sorunlarının ortaya çıkmasındaki rolünü sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",güncel; çevre; sorunları; i̇nsan; birey; sorunlarının; ortaya; çıkmasındaki
biyoloji-10-10_3_2_3,56,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Güncel Çevre Sorunları ve İnsan,,10.3.2.3,Yerel ve küresel bağlamda çevre kirliliğinin önlenmesine yönelik çözüm önerilerinde bulunur.,a. Yerel ve küresel bağlamda çevre kirliliğinin önlenmesi için yapılan çalışmalara örnekler verilir. b. Yerel ve küresel boyutta çevreye zarar veren insan faaliyetlerinin tartışılması sağlanır. c. Çevre kirliliğinin önlenmesinde biyolojinin digger disiplinler ile nasıl ilişkilendirildiğine örnekler verir.,"Kazanımın odağı, öğrencinin yerel ve küresel bağlamda çevre kirliliğinin önlenmesine yönelik çözüm önerilerinde bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",güncel; çevre; sorunları; i̇nsan; yerel; küresel; bağlamda; kirliliğinin
biyoloji-10-10_3_3_1,57,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Doğal Kaynaklar ve Biyolojik Çeşitliliğin Korunması,,10.3.3.1,Doğal kaynakların sürdürülebilirliğinin önemini açıklar.,a. Doğal kaynakların sürdürülebilirliği için Türkiye genelindeki başarılı uygulamalar örneklendirilerek çevre farkındalığının önemi vurgulanır. b. Gelecek nesillere yaşanabilir sağlıklı bir dünya emanet edebilmek için doğal kaynakların israf edilmemesi gerekliliği vurgulanır.,"Kazanımın odağı, öğrencinin doğal kaynakların sürdürülebilirliğinin önemini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",doğal; kaynaklar; biyolojik; çeşitliliğin; korunması; kaynakların; sürdürülebilirliğinin; önemini
biyoloji-10-10_3_3_2,58,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Doğal Kaynaklar ve Biyolojik Çeşitliliğin Korunması,,10.3.3.2,Biyolojik çeşitliliğin yaşam için önemini sorgular.,a. Türkiye'nin biyolojik çeşitlilik açısından zengin olmasını sağlayan faktörlerin tartışılması sağlanır. b. Endemik türlerin ülkemizin biyolojik çeşitliliği açısından değeri ve önemi üzerinde durularak sağlık ve ekonomiye katkılarına ilişkin örneklere yer verilir. c. Biyolojik çeşitlilik ve endemik türlerin küresel ve millî bir miras olduğu vurgulanır. ç. Tabiatta her canlının önemli işlevler gördüğü vurgulanarak biyolojik çeşitliliğe ve ekosistemin doğal işleyişine saygı göstermenin ve bunlara müdahaleden kaçınmanın önemi açıklanır. d. Soyu tükenen türlerin biyolojik çeşitlilik açısından yeri doldurulamayacak bir kayıp olduğu vurgulanır.,"Kazanımın odağı, öğrencinin biyolojik çeşitliliğin yaşam için önemini sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",doğal; kaynaklar; biyolojik; çeşitliliğin; korunması; yaşam; önemini; sorgular
biyoloji-10-10_3_3_3,59,BİYOLOJİ,10,Ekosistem Ekolojisi ve Güncel Çevre Sorunları,Doğal Kaynaklar ve Biyolojik Çeşitliliğin Korunması,,10.3.3.3,Biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur.,a. Türkiye'de nesli tükenme tehlikesi altında bulunan canlı türleri ile endemik türlerin korunmasına yönelik yapılan çalışmalar örneklendirilir. b. Biyolojik çeşitliliğin korunması ve biyokaçakçılığın önlenmesine yönelik çözüm önerilerinin tartışılması sağlanır. c. Gen bankalarının gerekliliği belirtilir.,"Kazanımın odağı, öğrencinin biyolojik çeşitliliğin korunmasına yönelik çözüm önerilerinde bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",doğal; kaynaklar; biyolojik; çeşitliliğin; korunması; korunmasına; yönelik; çözüm
biyoloji-11-11_1_1_1,60,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.1,"Sinir sisteminin yapı, görev ve işleyişini açıklar.","a. Sinir doku belirtilir. Yapılarına göre nöron çeşitlerine girilmez. b. İmpuls iletiminin elektriksel ve kimyasal olduğu vurgulanır. c. Sinir Sistemi merkezî ve çevresel sinir sistemi olarak verilir.Merkezî sinir sisteminin bölümlerinden beyin için; ön beyin ( uç ve ara beyin), orta beyin ve arka beynin ( pons, omurilik soğanı, beyincik) görevleri kısaca açıklanarak beynin alt yapı ve görevlerine girilmez. Omuriliğin görevleri ile refleks yayı açıklanır ve refleksin insan yaşamı için önemi vurgulanır. ç. Çevresel sinir sisteminde, somatik ve otonom sinir sisteminin genel özellikleri verilir. Sempatik ve parasempatik sinirler ayrımına girilmez. d. Merkezî ve çevresel sinir sisteminin yapısı işlenirken görsel ögeler (fotoğraflar, resimler, çizimler, karikatürler vb.) ve grafik düzenleyiciler (kavram haritaları, zihin haritaları, şemalar vb.), e-öğrenme nesnesi ve uygulamalarından (animasyon, video, simülasyon, infografik, artırılmış ve sanal gerçeklik uygulamaları vb.) yararlanılır. e. İbn Sina ‘nın insan fizyolojisi ile ilgili yaptığı çalışmalarına ilişkin okuma metni verilir.","Kazanımın odağı, öğrencinin sinir sisteminin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; sinir; sisteminin; yapı
biyoloji-11-11_1_1_2,61,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.2,Endokrin bezleri ve bu bezlerin salgıladıkları hormonları açıklar.,"a. Endokrin bezleri ve bu bezlerin salgıladıkları hormonlar işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Hormonların yapısına girilmez. c. Homeostasi örnekleri (vücut sıcaklığının, kandaki kalsiyum ve glikoz oranının düzenlenmesi) açıklanır. ç. Hormonların yaşam kalitesi üzerine etkilerinin örnek bir hastalık üzerinden tartışılması sağlanır.","Kazanımın odağı, öğrencinin endokrin bezleri ve bu bezlerin salgıladıkları hormonları açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; endokrin; bezleri; bezlerin
biyoloji-11-11_1_1_3,62,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.3,Sinir sistemi rahatsızlıklarına örnekler verir.,"a. Multipl skleroz (MS), Parkinson, Alzheimer, epilepsi (sara), depresyon üzerinde durulur. b. Sinir sistemi rahatsızlıklarının tedavisiyle ilgili teknolojik gelişmelerin araştırılması sağlanır. c. Mahmut Gazi Yaşargil’in çalışmalarına değinilir.","Kazanımın odağı, öğrencinin sinir sistemi rahatsızlıklarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; sinir; sistemi; rahatsızlıklarına
biyoloji-11-11_1_1_4,63,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.4,Sinir sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,,"Kazanımın odağı, öğrencinin sinir sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir.",denetleyici; düzeleyici; sistem; duyu; organları; sinir; sisteminin; sağlıklı
biyoloji-11-11_1_1_5,64,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.5,Duyu organlarının yapısını ve işleyişini açıklar.,"a. Dokunma duyusu olan deri verilirken epitel ve temel bağ doku kısaca açıklanır. b. Duyu organlarının yapısı şema üzerinde gösterilerek açıklanır. c. Duyu organlarının yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. ç. Göz küresi bölümleri sert tabaka, damar tabaka, ağ tabaka olarak verilir, ayrıntılı yapılarına girilmez. Kulak bölümleri dış kulak, orta kulak ve iç kulak olarak verilip ayrıntılı yapılarına girilmez. d. İbn Heysem’in göz ile ilgili çalışmaları vurgulanır.","Kazanımın odağı, öğrencinin duyu organlarının yapısını ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; organlarının; yapısını; işleyişini
biyoloji-11-11_1_1_6,65,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.6,Duyu organları rahatsızlıklarını açıklar.,"a. Renk körlüğü, miyopi, hipermetropi, astigmatizm, işitme kaybı ve denge kaybı gibi rahatsızlıkların araştırılıp sunulması sağlanır. b. Görme ve işitme engelli kişilerin karşılaştığı sorunlara dikkat çekmek ve çevresindeki bireyleri bilinçlendirmek amacıyla sosyal farkındalık etkinlikleri (proje, kamu spotu, broşür vb.) hazırlamaları sağlanır.","Kazanımın odağı, öğrencinin duyu organları rahatsızlıklarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; rahatsızlıklarını; i̇nsan; fizyolojisi
biyoloji-11-11_1_1_7,66,BİYOLOJİ,11,İnsan Fizyolojisi,"Denetleyici ve Düzeleyici Sistem, Duyu Organları",,11.1.1.7,Duyu organlarının sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,Duyu organları rahatsızlıklarının tedavisiyle ilgili teknolojik gelişmelerin araştırılması sağlanır.,"Kazanımın odağı, öğrencinin duyu organlarının sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",denetleyici; düzeleyici; sistem; duyu; organları; organlarının; sağlıklı; yapısının
biyoloji-11-11_1_2_1,67,BİYOLOJİ,11,İnsan Fizyolojisi,Destek ve Hareket Sistemi,,11.1.2.1,"Destek ve hareket sisteminin yapı, görev ve işleyişini açıklar.","a. Kemik, kıkırdak ve kas doku açıklanır. b. Destek ve hareket sisteminin yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. c. Kemik ve kas çeşitleri açıklanır. ç. Kıkırdak ve eklem çeşitleri ile vücutta bulunduğu yerlere örnekler verilir. Yapılarına girilmez.","Kazanımın odağı, öğrencinin destek ve hareket sisteminin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",destek; hareket; sistemi; sisteminin; yapı; görev; işleyişini; i̇nsan
biyoloji-11-11_1_2_2,68,BİYOLOJİ,11,İnsan Fizyolojisi,Destek ve Hareket Sistemi,,11.1.2.2,Destek ve hareket sistemi rahatsızlıklarını açıklar.,"Kırık, çıkık, burkulma, menisküs ve eklem rahatsızlıklarının araştırılması ve paylaşılması sağlanır.","Kazanımın odağı, öğrencinin destek ve hareket sistemi rahatsızlıklarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",destek; hareket; sistemi; rahatsızlıklarını; i̇nsan; fizyolojisi
biyoloji-11-11_1_2_3,69,BİYOLOJİ,11,İnsan Fizyolojisi,Destek ve Hareket Sistemi,,11.1.2.3,Destek ve hareket sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,"Destek ve hareket sisteminin sağlığı açısından sporun, beslenmenin ve uygun duruşun önemi tartışılır.","Kazanımın odağı, öğrencinin destek ve hareket sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",destek; hareket; sistemi; sisteminin; sağlıklı; yapısının; korunması; yapılması
